participant_id,gender,content,token_count,ttr,pronoun_count,emotion_count
33,female,"I need help writing a short bio for a dating app. I want it to sound friendly, real, and a little funny. Please make it show that I like traveling, photography, cooking, and hiking. Keep it simple so people understand me quickly. Add a line that makes me sound interesting. Make it positive and warm. I want it to feel honest but still fun.",64,0.71875,6,1
32,male,"i wakeup at 9-10 and after using 30 minutes phone i go to the washroom for 20 minutes and than start my day by doing couple of hours my online work on laptop and then do some breakfast and then i do work and smoke and hanging out in home and around 5 i am like dead but i prepare my dinner around 19:00 hour  them i go to the gym depends on my mood like 3,4 times in  a week. how should i be more productive?",81,0.6790123456790124,12,2
32,male,but i think i didn't eat much,8,0.875,2,0
32,male,what is photosynthesis work?,4,1.0,0,0
32,male,now i want to tell this to aboy which is 5 years old and converts this is story,17,0.8235294117647058,1,0
32,male,short it,2,1.0,0,0
32,male,what is feminism?,3,1.0,0,0
43,male,"One of my favorite moments from my last holiday was in Prague with my friends. We were standing on the Charles Bridge at sunset, looking at the soft orange light falling on the old buildings and the calm river below. Street musicians were playing gentle music, and the cool breeze made everything feel peaceful. I could see the Prague Castle in the distance, glowing in the evening light. It felt like a scene from a dream warm, happy, and full of friendship. Please create an image based on this description.",90,0.7555555555555555,5,2
32,male,how it is changes so much over time?,8,1.0,0,0
32,male,what is the major arguments against it and not against with it,12,0.8333333333333334,0,0
32,male,but what your opinion about this in short answer,9,1.0,1,0
32,male,but sometimes women uses girls card than what is it?,10,1.0,0,0
32,male,yea but they are doing it for playing as a victims thats why boys having less good imagine ,18,1.0,1,1
32,male,lets make it more catchy,5,1.0,0,0
43,male,"Make the image show six friends more clearly, standing in a group, laughing and enjoying the moment. Add more detail to the glowing sky, with shades of gold and pink, and make the Prague Castle look brighter in the background.",40,0.775,0,0
32,male,just short the summary,4,1.0,0,0
32,male,write some a frictional story ,5,1.0,0,0
32,male,add some suspense,3,1.0,0,0
32,male,change the plot,3,1.0,0,0
32,male,"i am 30 and i have sports man like i am good in football, tennis and every sports almost and i want to make a dating profile make a catchy profile. i also watched alot of seasons and movies  some times i read books but mostly i am social person so i enjoyed to hang out with good prople",58,0.6896551724137931,8,3
32,male,change the fun fact,4,1.0,0,0
32,male,add some fun fact related to friends tv show,9,1.0,0,0
32,male,remove fun fact,3,1.0,0,0
41,male,A lack with surrounding of mountains and sand,8,1.0,0,0
43,male,"Make the Prague Castle in the background more prominent, with warm illumination highlighting its towers and walls, and a slightly misty glow around it for a dreamy feel.",28,0.8928571428571429,0,0
32,male,how to help my friend he is having a hard time he broke up with his girl how can i cheer him?,22,0.9090909090909091,5,0
32,male,is it good plan to go on a short trip,10,1.0,0,1
32,male,like which countries shloud i consider in summer in europe,10,0.9,1,1
38,male,"A breathtaking scene of an international student's adventurous vacation in Holland. In the foreground, a young student with a backpack stands on a small wooden boat, smiling, navigating the serene canals of Giethoorn village. The water reflects charming thatched-roof houses and lush green landscapes under a soft blue sky with fluffy white clouds. In the background, a subtle view of Amsterdam emerges, featuring iconic canals lined with colorful buildings, a distant windmill, and vibrant tulip fields. The atmosphere is warm and sunny, with a mix of cultural elements like a Dutch flag and a bicycle leaning against a bridge. The image should have a realistic style, high detail, and a balanced composition, capturing the joy and exploration of the journey.",122,0.7131147540983607,0,1
38,male,"A stylish and modern room design reflecting the personality of a serious, aggressive-looking yet decent and calm individual. The room features a bold yet balanced aesthetic with a dark color palette—deep charcoal walls contrasted by warm beige accents. A sleek, minimalist desk holds a laptop and a stack of books, symbolizing focus, while a large, imposing chair with sharp lines exudes strength and authority. The space is enhanced with beautiful, new decorative elements: a collection of vibrant painting frames showcasing abstract art and landscapes, hung symmetrically on the walls, adding elegance and creativity. A modern bookshelf displays unique sculptures and travel souvenirs, reflecting a love for new experiences. Soft lighting from a geometric chandelier and a large window with a view of greenery bring calmness and beauty. The floor is dark wood, complemented by a plush rug with intricate patterns. The overall style is realistic, highly detailed, and harmonious, blending aggression with serenity.",155,0.6967741935483871,0,2
41,male,A lack with surrounding of mountains,6,1.0,0,0
43,male,"want to renovate my bedroom into gaming room with my new gaming setup. I have ps 5 and a 32 inch monitor, suggest me some unique ideas for my new room to setup. consider the following things: 1. I am a 24 years male soo suggest me unique ideas according to a male gamer. 2. I also want neon lights for my gaming setup so suggest where i can stick or apply the neon lights. 3. some famous gaming posters or wall hangings for the room and add if you want something.",86,0.5930232558139535,11,0
43,male,"great, could you suggest me some neon light to hand on wall? Recently one light is trending, people with their gaming name or their own name designing the neon light with their alphabets and hanging on the walls does it looks cool? should I do the same? or you suggest me something else?",53,0.7358490566037735,8,0
43,male,I want to add laden station also for my duel sense controller just besides my ps5 and also with some funky design skin on controller ,25,0.88,3,0
43,male,could you please add more details to image and also add some wall poster from these to - uncharted series and god of war or cod ,25,0.88,1,0
43,male,"I live in a shared apartment with two other people — a female student from Russia and a male student from Bangladesh. They both work part-time at a restaurant, while I am also managing my own studies. I’d like to create a fair and balanced household chores schedule that works for all of us, considering everyone’s availability and preferences. Please suggest an effective way to divide tasks like cleaning, taking out the trash, washing dishes, and other common responsibilities so that no one feels overburdened and the apartment stays clean and comfortable for everyone.",96,0.78125,6,2
43,male,great. ,1,1.0,0,0
43,male,Could you let me know if there are any specific chores you prefer doing or would like to avoid? This will help me create a schedule that works for everyone’s comfort and skills,34,0.9411764705882353,4,1
43,male,alright works fine. Thanks ,4,1.0,0,0
43,male,"My Best friend’s birthday is coming up next week, and I need ideas for a thoughtful gift. He has a great personality, is dedicated to gym and fitness, and is passionate about bikes, superbikes, and riding. Please suggest some unique, practical, and meaningful gift options that fit his interests and lifestyle, across different price ranges",56,0.8392857142857143,3,0
43,male,"Can you give me 5 gift ideas under €50, 5 ideas under €100, and 3 premium gift ideas above €100 based on his hobbies and personality",20,0.75,2,0
47,male,show whole room with bed and gaming setup,8,1.0,0,0
61,male,"A serene winter morning in Interlaken, Switzerland — standing on the frozen edge of Lake Brienz, surrounded by snow-covered mountains bathed in golden sunrise light, with partially frozen water reflecting the colors of the sky, and a few ducks on the ice. Crisp, peaceful atmosphere",45,0.8222222222222222,0,0
43,male,"Could you suggest some experience-based gifts instead of physical items, like activities, trips, or workshops related to fitness or biking",21,0.9523809523809523,1,1
43,male,I finds a gym membership would be best gift for him. ,11,1.0,2,0
43,male,yeah i decided to gift him Fitness First gym membership. fits well with his dedication to gym and workout. thanks for the help. ,23,0.9130434782608695,2,0
43,male,"I am currently on a muscle-building journey, and my goal is to develop a muscular body with a big, hard chest, large biceps, and increased overall strength. Please create a detailed, structured plan that includes workout routines, progressive overload strategies, and recovery recommendations to help me reach my goals effectively and safely",53,0.8490566037735849,4,0
43,male,"Please create a complete muscle-building diet plan that includes calorie targets, macronutrient breakdown, and specific meal examples for each day of the week",24,1.0,0,0
43,male,looks great!,2,1.0,0,0
43,male,"now Could you list the most effective exercises for building a big chest and biceps, including sets, reps, rest times, and correct form tips?",24,0.9583333333333334,1,0
43,male,"Please give me a 7-day meal plan for muscle growth, with easy-to-cook recipes, grocery list, and high-protein snack ideas",22,1.0,1,0
43,male,"I’ll tell you what a typical day in my life looks like, the kinds of tasks I want to improve on, and my big and small goals. I want you to give me actionable, tailored suggestions for improving my routine and productivity. After that, I’ll share what feels doable and what doesn’t, and I’d like you to suggest alternative approaches that are more realistic, motivating, and sustainable. Please be specific and detailed",76,0.7105263157894737,12,2
43,male,"I usually wake up around 7:30 AM. I start my day by checking my phone messages and social media for about 30 minutes, then make a quick breakfast, usually eggs or cereal. After that, I go for a 20–30 minute walk or light stretching.  From 9:00 AM to 12:30 PM, I usually work on my studies, assignments, or projects, but sometimes I get distracted and procrastinate, especially on tasks I find boring. Around midday, I take a lunch break and often scroll on my phone while eating.  In the afternoon, I try to exercise, either lifting weights or doing bodyweight exercises, but I sometimes skip this if I feel tired. I spend evenings (6:00–8:00 PM) either watching TV, gaming, or hanging out with friends.  Before bed, I sometimes read or plan for the next day, but I often fall asleep scrolling through my phone.",138,0.6739130434782609,18,0
43,male,"Please suggest a detailed plan or routine that could help me improve my day, considering what I already do, what I want to add, and what feels realistic and sustainable",30,0.8666666666666667,4,0
43,male,"Can you adjust the plan to make it more practical, keeping my energy levels, distractions, and daily commitments in mind?",20,1.0,2,0
43,male,okk looks perfect for me now thanks gpt,8,1.0,1,0
43,male,"I want to write a story. Here’s the basic idea: a timid robot who dreams of becoming a famous painter but struggles to express emotions through art. Please continue the story from here, develop the plot, and create interesting characters. Make it engaging, imaginative, and suitable for all readers",50,0.84,1,0
43,male,"Can you rewrite the story with a adventurous, mysterious tone while keeping the main idea intact?",16,0.9375,1,0
43,male,"Please develop the robot’s personality more, and also introduce supporting characters (friends, rivals, mentors) that help or challenge the robot.",21,0.9047619047619048,0,0
43,male,perfect. thanks alot,3,1.0,0,0
43,male,"I want you to help me write a Tinder dating profile bio. Here’s a bit about me: my personality traits: are-  adventurous, funny, thoughtful, ambitious, and I really value in relationships:- honesty, humor, creativity, deep conversations,etc. I enjoy- hiking, gaming, cooking, traveling, and I’m looking to connect with someone who shares my sense of adventure, loves trying new foods, is kind and open-minded and loves to play action games. Please draft a bio that is engaging, authentic, and reflects who I am.",86,0.7906976744186046,10,1
43,male,"oh it looks great but make it more aesthetic and bolder and also change the tone, it should be bit flirty and romantic ;)",23,0.8260869565217391,0,0
43,male,thanks for this bio! it perfectly my type. ,8,1.0,1,0
43,male,"I want your help to support my close friend who just went through a difficult breakup. Here’s some context about him:-   My friend is sensitive, caring,and  optimistic, and they were very emotionally invested in their relationship. The breakup has hit them hard they’re feeling sad, anxious, lonely, and heartbroken. sometimes they isolate themselves or keep scrolling through memories of their ex.  They used to enjoy gaming, hiking, cooking, reading, socializing, but lately, they haven’t been doing much. i want to support him but I am confused how and what to do. ",95,0.7789473684210526,16,2
47,male,"We are seven people living in a house, manage weekly tasks like , grocery, cleaning, cooking. etc",16,1.0,1,1
43,male,"Can you give me specific things I can do to help my friend feel supported day-to-day, without being overwhelming or intrusive?",23,0.8695652173913043,4,0
43,male,"Can you help me create a longer-term plan for supporting them over the next few weeks or months, including when to check in, what to say, and how to balance empathy with encouragement?",34,0.9411764705882353,3,0
43,male,alright. let me try some of these first. thanks for the help. bye,13,1.0,1,0
46,male," Last summer I was hiking in the Swiss Alps near Zermatt. I reached a meadow filled with wildflowers - purple lupines, white daisies, and bright yellow buttercups. The Matterhorn peak was visible in the distance, partially covered by wispy clouds. A small stream ran through the meadow, and I could hear cowbells from somewhere nearby. The air was crisp and clean, and I felt completely at peace surrounded by all that natural beauty",72,0.7777777777777778,4,0
46,male,"My Situation: Hi, I'm Mateen and I share a 3-bedroom apartment with two roommates - Azaz and Inzamim. Azaz works early morning shifts at a coffee shop (leaves at 5am, back by 2pm), and Inzamim is a freelance designer who works from home but travels frequently for client meetings. I work a regular 9-5 office job.  We've been having some tension about cleaning - Azaz feels like they're always doing dishes since they're home in the afternoons, Inzamim says they shouldn't have to vacuum when they're barely home, and honestly I've been slacking on bathroom cleaning. We need a fair system that works with everyone's schedule.  Request: Can you help us create a fair chore division system that takes into account our different work schedules and time at home?",134,0.7238805970149254,14,1
46,male,"**My Info**: Hi, I'm Mateen. I want to lose about 15 pounds and build some muscle. I'm pretty sedentary right now - work a desk job and haven't exercised regularly in months. I have about 45 minutes max on weekdays, maybe 1-2 hours on weekends.   For food, I like simple meals and I'm vegetarian. I tend to skip breakfast and eat a lot of takeout. I have a basic kitchen setup and I'm not a great cook. My biggest weakness is late-night snacking while watching TV.  **Request**: Can you create a realistic weekly fitness and meal plan that fits my schedule and helps me reach my goals?",109,0.7431192660550459,15,1
46,male,"My Typical Day: I'm Mateen and my days are pretty chaotic. I wake up around 7:30am, rush to get ready, grab coffee on the way to my 9-5 office job. At work I get distracted by emails and social media a lot. I come home tired around 6pm, order food, and spend evenings scrolling my phone or watching Netflix. I go to bed too late (around midnight) and feel tired the next day.  What I Want to Improve: I procrastinate on important tasks, waste too much time on my phone, and never feel like I accomplish anything meaningful. I have personal projects I want to work on but never make time for them.  Request: Can you give me some practical suggestions to be more productive and focused in my daily routine?",131,0.6946564885496184,19,1
46,male,"**My Request**: Hi, I need help explaining photosynthesis to my 5-year-old nephew in a way he'll understand. He's curious about why plants are green and how they ""eat."" Can you give me a simple, kid-friendly explanation that won't go over his head?",47,0.9361702127659575,8,0
47,male,"Write some motivational speech i want to give to someone, who has lost something precious",15,0.9333333333333333,1,0
46,male,"I want to better understand feminism - its history, main ideas, and different perspectives. I've heard various viewpoints but never really studied it properly. Can you give me an overview of key feminist concepts and movements so I can form a more informed opinion on gender equality issues?",48,0.9166666666666666,5,1
46,male,"I want to write a short story but I'm stuck. I have this vague idea about someone who finds an old photo in a used book, but I don't know where to take it from there. Can you help me develop this into a compelling short story? Maybe suggest some plot directions or help me flesh out the character and setting?",63,0.8095238095238095,7,0
46,male,"I need help writing a dating profile bio. I'm 25, work in development, love trying new restaurants, and I'm into hiking on weekends. I play cricket  and I'm learning to cook. I want something that sounds genuine and fun, not generic or trying too hard. Can you help me write a bio that actually represents who I am?",60,0.75,9,1
46,male,My close friend just went through a tough breakup after a 3-year relationship. They're really struggling - alternating between anger and sadness. I want to be supportive but I'm not sure what to say or do that would actually help. Can you give me advice on how to be there for them during this difficult time?,57,0.9122807017543859,7,0
46,male,Create an image of a cozy mountain cabin at dawn with warm light glowing from windows and mist in the valley below.,22,1.0,0,0
46,male,"Design a modern minimalist bedroom with warm wood accents, plants, and natural light.",13,1.0,0,0
47,male,Generate any image,3,1.0,0,0
47,male,Camping in mountains,3,1.0,0,0
47,male,sitting on chairs with friends,5,1.0,0,0
47,male,show nanga parbat,3,1.0,0,0
47,male,more clear it,3,1.0,0,0
47,male,"show simple, room work setup on one side and the floor will be of brown ",15,1.0,0,0
47,male,"on daily basis, of week and also,switch the task of the persosns",13,0.8461538461538461,0,0
47,male,Suggest a watch for friend,5,1.0,0,0
47,male,casual watch,2,1.0,0,0
47,male,also show the price,4,1.0,0,0
47,male,"Plan weekly fitness plan of 1 hour 15 minutes, five days a week.",11,0.9090909090909091,0,0
50,male,thats great can you create one planner ,7,1.0,1,0
47,male,How to manage time daily.,5,1.0,0,0
47,male,"I am an international student, i have to manage university house chores and daily 4 hours working student",17,0.8823529411764706,2,0
47,male,add some time for exercise ,5,1.0,0,0
47,male,I want to explain some child of 5 year. how photosynthesis works,11,1.0,1,0
47,male,What actually feminism is ?,4,1.0,0,0
55,male,"I need gift ideas for a friend. They like baking and cooking. Travel a lot of leisure and health conscious. They are also considerably accomplished in their field and are doing well financially. I need suggestions for a gift that is not too expensive, neither too cheap and shows that I genuinely got it for them out of my love for them",62,0.7096774193548387,9,2
61,male,"Cozy modern home office with big windows facing a forest, sunlight on a wooden desk with laptop and coffee, reading chair in corner, indoor plants, and warm lighting.",28,0.8928571428571429,0,0
47,male,but now we are exploit the actuall definition of feminism,10,1.0,1,0
47,male,"form an opinion, that should be only on the definition of feminism",12,1.0,0,0
47,male,"what to tells to any feminist who, is quoting anything that is not related to feminism",16,0.8125,0,0
47,male,tailor opinion in simple and short summary,7,1.0,0,0
47,male,Write a fictional story of self improvement,7,1.0,0,0
47,male,write short story,3,1.0,0,0
47,male,create my simple bio for the person who wants to know main thing about me.,15,1.0,2,0
54,male,an empty room with just gaming pc,7,1.0,0,0
47,male,short and to the point,5,1.0,0,0
49,male,I was traveling to india it was raining season and nature was good people of india are very kind and helpful,21,0.8095238095238095,1,1
49,male,I was trekking and it was raining ,7,0.8571428571428571,1,0
49,male,I was enjoying with my family and enjoyed a lot,10,1.0,2,0
49,male,I visited a fort in rajasthan ,6,1.0,1,0
49,male,I was chilling with my friends ,6,1.0,2,0
50,male,After spending an year in Germany. I was travelling to India to meet my Fiancee and my Family so we all planned a trip to goa where we were enjoying having a chit chat and riding a watersports exploring new places also visited so trek spot. ,46,0.8260869565217391,5,0
50,male,we also visited a temple in puri,7,1.0,1,0
50,male,enjoying in the club,4,1.0,0,0
50,male,we also visited kodaikanal dolphin nose point,7,1.0,1,0
50,male,after that me and my fiancee went to germany ,9,1.0,2,0
50,male,"i want a huge luxury room with a attached washroom and huge wardrobe with a nice sofa ,tv,  realistic ceiling ,marble flooring",22,0.8181818181818182,1,0
50,male,"Currently,I am living with 3 roommates and one of them is too lazy to do all household work and another one is working professional who work from 9 to 5 job ,3rd one is master student so we need suggestion for household planning for cleaning ,cooking , washing, buying groceries, making weekly or monthly planner  to manage household chores in between us.",59,0.8135593220338984,4,0
50,male,its my friend birthday can you suggest me some of the gifts idea for female. My budget is around 200 euros it should be useful and remembered long time.,28,0.9642857142857143,4,0
50,male,"Hi gpt , I started gym for fitness from last couple of days so i need to build a weekly fitness planner and meal plan.I am vegan and i can do gym for max 2 hours ,my weight is 76 kg and height is 6 feet and i need a planner for every 2 hours for diet.",53,0.6792452830188679,6,0
50,male,right now i am doing Master studies in Germany and i want to become more productive in my life bylearning new skills and new languages so suggest me some ideas to become productive everyday.,34,0.7941176470588235,4,0
50,male,can you explain how photo synthesis work,7,1.0,1,0
50,male,now i need to teach a 5 year old so it should be simple and easy,15,1.0,1,0
50,male,can you covert this into story or shorter story with visualization ,11,0.9090909090909091,1,0
50,male,what is feminism ?,3,1.0,0,0
50,male,how it changed over period of time?,7,1.0,0,0
50,male,what are the major pros and cons,7,1.0,0,0
50,male,can you explain this me clearly and without any partiality answer should be neutral ,14,1.0,2,0
50,male,but i think in India feminism has more negative impact towards the society as it may lead to many controversies so after reading all the answer and researching my opinion changed from positive to negative toward feminism.,37,0.8918918918918919,2,0
50,male,now refine it from my  perspective,6,1.0,1,0
50,male,there was a house where 2 kids found a key that doesn't match with the lock of their door but there were many secret doors in the house that will lead to a past connection with great grand parents.,39,0.8205128205128205,1,0
50,male,"make it more realistic and horror based name of character should be lisa,Armita",14,1.0,0,0
50,male,"can you create a dating profile bio for me as I am gentleman and kind  person who believe in loyalty not a gold digger also want someone who support me in every situation even at my worst , i am alos party person on weekend some times ",46,0.8478260869565217,6,0
50,male,can you make it funnier and arttractive way,8,1.0,1,0
50,male,"one of friend recently had a breakup ,the boy she was dating was a pervert. thisbroke her heart and she was going through a rough phase and i want to console her can you help me figureout howcan i help her?",41,0.7560975609756098,9,0
50,male,she is very emotional and she was very loyal towards her partner so what should i say to her to console her and make her forget about the  relationship she had ?,31,0.7419354838709677,8,0
55,male,This is bad,3,1.0,0,1
50,male,are there any other alternate way to help her ?,9,1.0,1,0
50,male,should i advice her to get in new realtion?,9,1.0,2,0
50,male,ok thanks,2,1.0,0,0
51,male,i at venice.,3,1.0,1,0
51,male,4 floor big building,3,1.0,0,0
51,male,i enjoing in paris,4,1.0,1,0
51,male,i sm playing cricket on stadium,6,1.0,1,0
51,male,i taken picture with ronaldo,5,1.0,1,0
51,male,i am flying in ice-cream ,6,1.0,1,0
51,male,i have big house,4,1.0,1,0
51,male,outside one bmw car,4,1.0,0,0
51,male,i am living 4th floor,5,1.0,1,0
54,male,diving houshould chores in my apartment with other,8,1.0,1,0
51,male,furnish,1,1.0,0,0
51,male,patek philip watch,3,1.0,0,0
51,male,sorry,1,1.0,0,0
51,male,yes i make diffrent food,5,1.0,1,0
51,male,calm,1,1.0,0,0
51,male,i am not intersted in faminism,6,1.0,1,0
51,male,ok#,1,1.0,0,0
51,male,i am handsome,3,1.0,1,0
51,male,yes and always ,3,1.0,0,0
54,male,small lakes everywhere,3,1.0,0,0
54,male,mercedes G wagon i black color,6,1.0,1,0
54,male,create a weekly meal for me as i am going gym almost single day and cannot digest dairy,18,1.0,2,0
54,male,how can i become productive evey single day,8,1.0,1,0
54,male,"please explain me how photosynthesis works, imagine i am a toddler",11,1.0,2,0
54,male,give me an opinin about feminism,6,1.0,1,0
54,male,please write any fictiional story about a king and a bagger,11,0.9090909090909091,0,0
54,male,"please make me a dating profile bio, about me, 5,8 height  and weight 72 kgs adn from pakistan and a software engineer by profession",22,0.8636363636363636,2,0
54,male,"how can i support my friend, he got into bad relationship and now they broke up, my friend is male",20,0.9,5,1
55,male,"From top of the castle in Heidelberg, I can see the city below me and the river flowing right beside it, there are houses with red rooftops and there is church in the center. There is population on either side of the river and I can see the sunset at the end of the horizon",55,0.6545454545454545,3,0
55,male,The trees are a bit more green and I can see a boat in the river,16,0.875,1,0
55,male,The boat is in the main river and not a bank,11,0.9090909090909091,0,0
55,male,"I have moved into a new room. It's 22 square meters and empty. I want to design it in the following way. Adjacent walls are of contrasting colors, deep blue and white. There is window at the east wall of the room, it has blinds and there is computer table and chair in-front of it. A bed is placed in the north end of the room and a cupboard is along the west wall. There's a mirror and and a small desk on the south wall",88,0.6022727272727273,2,0
55,male,The floor is carpeted in beige and cupboard is white,10,0.9,0,0
55,male,Apply the updates on the first image and don't create a new image,14,0.8571428571428571,0,0
55,male,I have moved into a new house where I have 5 housemates. The house is is three floors and a basement. 2 people on every floor. People on the same floor distribute the cleaning of the floor and the stairs leading to their floor. People on ground floor clean the stairs to the basement. I need a weekly schedule for cleaning chores so that work is distributed evenly and everyone does their part,71,0.5915492957746479,5,0
55,male,Also add cleaning of windows in the living room and kitchen,11,1.0,0,0
55,male,It needs to look like I put a lot of effort into thinking about it. They are a simple person and enjoy life to it's fullest. They have also been sick recently due to a virus and recovering well,40,0.8,3,2
55,male,Where could I look for personalized aprons in Germany?,9,1.0,1,0
55,male,Can you pull reviews from the internet and rate them from best to worst?,14,0.9285714285714286,2,0
55,male,"I am thinking of bulking up. I'm a student in Germany studying full time and working part time so my schedule is pretty packed. I don't have a lot of time to prepare meals even over the weekend as I have to catch-up on my weekly study material. My goal is 2500 kcal atleast with minimal effort. Suggest a weekly diet plan that's healthy, not too expensive and protein rich. Budget for a week with 70 euros",79,0.7721518987341772,7,0
58,male,single studio room including gym and computer setup,8,1.0,0,0
55,male,I don't like tuna and spinach,7,1.0,1,1
55,male,I want to become more productive in my daily life. I'm a full time Masters student in Germany and working part time for 20 hours a week. I have to be in the office for 8 hours on one day and rest is remote. My studies are also not online and the uni is 35 minutes away from my residence one way. I'm trying to juggle both; work and studies. It's taking a toll on my health and relaxing time. How can I improve it,85,0.6705882352941176,9,0
55,male,Can you provide a checklist I can use for daily tasks?,11,0.9090909090909091,2,0
55,male,Add time blocks for me for tasks that can help me stay productive and motivated,15,0.8666666666666667,2,0
55,male,my commute to office takes 1 hour at least if the trains are on time,14,1.0,1,0
58,male,having 27 squre meter room divided with my roommate separate beds but same washroom and kitchen ,15,1.0,1,0
55,male,What is photosynthesis?,3,1.0,0,0
55,male,Now I want to explain it to a 5 years old. Make it simple,13,0.8461538461538461,1,0
55,male,Can you convert it into a story theme that's simple to understand yet intriguing?,15,1.0,1,0
55,male,What is feminism and how has it changed over time. What was the origin and what was it really about?,20,0.75,0,0
55,male,"Being a neutral entity, form some arguments against and in favor of feminism",13,1.0,0,0
55,male,I think it is evolving in the right direction. How would you address the cultural context in this movement? What can be done to fix it?,26,0.8846153846153846,2,0
55,male,So my idea is that feminism is about advocating for women rights globally. It should also address women from all socio-economic backgrounds and fight for them as a single entity rather than some groups using the agenda to put out their own conspiracies and exploit the real movement. It needs to be monitored and factors causing distress or misleading the movement should be dealt with. Am I missing something?,70,0.8285714285714286,4,0
55,male,I am thinking of writing a short story about an astronaut who is sent to explore a distant planet for signs of life. She encounters some beings on the planet and tries to establish connection but they lock her up considering her hostile. Build on it,46,0.8695652173913043,5,0
55,male,Incorporate resistance from the beings on the planet on a plan to coexist on account of massive reduction in available resources to accommodate more people,25,0.84,0,0
55,male,"I need a bio for my dating profile. I'm a Masters student in Germany, like travelling, play a bit of online games and work part time. Create concise, funny and non cheesy lines for my bio",37,0.8108108108108109,4,1
55,male,It's too mainstream. Add some twists,7,1.0,0,0
55,male,Add a pickup line,4,1.0,0,0
55,male,a better one that's funny,6,1.0,0,1
55,male,Don't use games,4,1.0,0,0
55,male,"I have a friend who is also a work colleague. She recently went through a breakup with a partner. They were together for a year. She is quirky, like to stay at home and introverted. In the right gathering, she is super active and excited. What can I do to cheer her up?",53,0.7924528301886793,7,1
55,male,"What if she has become people averse for the time being, how can I reach out without feeling like I'm being pushy",23,0.9130434782608695,3,1
57,male,Generate a beautiful view of mountains with greenery,8,1.0,0,1
57,male,Generate an image of beautiful rivers flowing,7,1.0,0,1
57,male,"Design a room with a bed, a table and a fan",11,0.7272727272727273,0,0
57,male,Make a list of chores divided between two people,9,1.0,0,0
57,male,Suggest me a meal plan and weekly fitness routine tailored to me,12,0.9166666666666666,2,0
57,male,Suggest a weekly meal plan,5,1.0,0,0
61,male,"Four roommates — Sam (night shifts, hates vacuuming, fine with cooking), Lina (works from home, likes tidiness, enjoys laundry), Ravi (9–5, prefers dishes, allergic to dust), and me (okay with all chores, but prefer not to clean bathrooms weekly). Suggest a fair weekly chore plan considering preferences, schedules, and fairness.",48,0.9166666666666666,1,0
57,male,Suggest me a gift for my friend,7,1.0,2,0
57,male,They like sports ,3,1.0,1,1
57,male,Suggest me tips to become more productive,7,1.0,1,0
57,male,Make a chart teaching children photosynthesis ,6,1.0,0,0
57,male,What is feminism?,3,1.0,0,0
59,male,"i wake up at 11 am and awake till 12 a.m, can you help me make a weekly fitness plan",19,0.9473684210526315,3,0
57,male,why do you think it is necessary?,7,1.0,1,0
57,male,Write a fictional story about a small boy defeating a big bad wolf,13,0.8461538461538461,0,1
57,male,Suggest a dating profile for me,6,1.0,1,0
57,male,I love watching movies and coding,6,1.0,1,1
57,male,How should I support my friend after a breakup?,9,1.0,2,0
58,male,bavarian alps,2,1.0,0,0
58,male,"my friend likes sweets, perfumes ",5,1.0,1,0
58,male,"my weight is 67kg and i want to gain muscle but lose belly fat and suggest me a good meal plan for this week , i do 1hour gym daily",29,0.9310344827586207,4,1
58,male,"when i do like 2 hours of work then i feel sleepy , how do i become more productive , specially my online freelancer job which has no specific time has disturbed my routine ",31,0.8387096774193549,5,1
58,male,"i am bad at that , how do i teach ",9,0.8888888888888888,2,1
58,male,"i don't know what these gender sort of politics are , can you help me understand it",17,1.0,3,0
58,male,"i not good a fiction stories , can you help me give some ideas",13,1.0,3,1
58,male,"help me create my date bio profile ""Gym /travelling lover, cooking,music, jogging,  ",13,1.0,2,0
58,male,"prepare a message for my friend after his breakup "" its okay don't worry you will get another good partner""",20,1.0,2,1
59,male,eibsee lake ,2,1.0,0,0
59,male,a chair with table and a bed . and a wardrobe,10,0.7,0,0
59,male,"i need an app to  divide our work in an apartment , i need an app",15,0.6666666666666666,3,0
59,male,"my friend likes watches , give me some best options of watches in 100 euros budget",14,0.9285714285714286,2,0
59,male,"i will go with g shock , show me pictures",9,1.0,2,0
59,male,ok thanks for the help,5,1.0,0,0
59,male,that looks cool ,3,1.0,0,0
59,male,can you give me some productive tasks on daily bases,10,1.0,2,0
59,male,i want to teach a school boy how photosynthesis work can you teach me in easy way as i am a 5 years child,23,0.8695652173913043,4,0
59,male,"i want to know about feminism, explain me",8,1.0,2,0
59,male,"i want write a fictional story , can you write me an intersting fictional story ",14,0.7857142857142857,3,0
59,male,"i am a 26 years boy, i want to create a dating profile can you help me create one",18,0.8333333333333334,4,0
59,male,"one of my friend recently gone through a breakup, can you suggest me some steps how can i help him to comeout through this sad moment",26,0.9230769230769231,5,1
61,male,"Four roommates — Sam (night shifts, hates vacuuming, fine with cooking), Lina (works from home, likes tidiness, enjoys laundry), Ravi (9–5, prefers dishes, allergic to dust), and me (okay with all chores, but prefer not to clean bathrooms weekly). Suggest a fair weekly chore plan considering preferences, schedules, and fairness.",48,0.9166666666666666,1,0
61,male,"Cozy modern home office with big windows facing a forest, sunlight on a wooden desk with laptop and coffee, reading chair in corner, indoor plants, and warm lighting.",28,0.8928571428571429,0,0
